ML,Stat,α_sm_s,α_sm_l,α_sm_mid,α_lc,MAPE,Skill,WR,WR_Focus,M50,Label
LGB,SARIMAX,0.3,0.6,0.45,0.7,21.71,14.13,60.3,61.3,21,LGB+SARIMAX SM=0.3/0.6 LC=0.7
LGB,SARIMAX,0.3,0.7,0.5,0.2,23.0,4.22,60.1,59.5,20,LGB+SARIMAX SM=0.3/0.7 LC=0.2
LGB,SARIMAX,0.3,0.7,0.5,0.3,22.57,7.35,60.3,60.3,21,LGB+SARIMAX SM=0.3/0.7 LC=0.3
LGB,SARIMAX,0.3,0.7,0.5,0.4,22.2,9.97,60.2,60.5,21,LGB+SARIMAX SM=0.3/0.7 LC=0.4
LGB,SARIMAX,0.3,0.7,0.5,0.5,21.92,11.94,60.5,61.1,21,LGB+SARIMAX SM=0.3/0.7 LC=0.5
LGB,SARIMAX,0.3,0.7,0.5,0.6,21.7,13.45,60.6,61.1,23,LGB+SARIMAX SM=0.3/0.7 LC=0.6
LGB,SARIMAX,0.3,0.7,0.5,0.7,21.56,14.26,60.2,60.9,21,LGB+SARIMAX SM=0.3/0.7 LC=0.7
LGB,SARIMAX,0.3,0.8,0.55,0.2,22.92,4.21,60.4,59.9,20,LGB+SARIMAX SM=0.3/0.8 LC=0.2
LGB,SARIMAX,0.3,0.8,0.55,0.3,22.49,7.34,60.5,60.7,21,LGB+SARIMAX SM=0.3/0.8 LC=0.3
LGB,SARIMAX,0.3,0.8,0.55,0.4,22.12,9.95,60.4,60.9,21,LGB+SARIMAX SM=0.3/0.8 LC=0.4
LGB,SARIMAX,0.3,0.8,0.55,0.5,21.84,11.92,60.8,61.5,21,LGB+SARIMAX SM=0.3/0.8 LC=0.5
LGB,SARIMAX,0.3,0.8,0.55,0.6,21.62,13.44,60.9,61.5,23,LGB+SARIMAX SM=0.3/0.8 LC=0.6
LGB,SARIMAX,0.3,0.8,0.55,0.7,21.49,14.24,60.5,61.3,21,LGB+SARIMAX SM=0.3/0.8 LC=0.7
LGB,SARIMAX,0.3,0.9,0.6,0.2,22.97,3.99,60.1,59.1,19,LGB+SARIMAX SM=0.3/0.9 LC=0.2
LGB,SARIMAX,0.3,0.9,0.6,0.3,22.54,7.12,60.3,59.9,20,LGB+SARIMAX SM=0.3/0.9 LC=0.3
LGB,SARIMAX,0.3,0.9,0.6,0.4,22.17,9.73,60.2,60.1,20,LGB+SARIMAX SM=0.3/0.9 LC=0.4
LGB,SARIMAX,0.3,0.9,0.6,0.5,21.89,11.7,60.5,60.7,20,LGB+SARIMAX SM=0.3/0.9 LC=0.5
LGB,SARIMAX,0.3,0.9,0.6,0.6,21.67,13.22,60.6,60.7,22,LGB+SARIMAX SM=0.3/0.9 LC=0.6
LGB,SARIMAX,0.3,0.9,0.6,0.7,21.54,14.03,60.2,60.5,20,LGB+SARIMAX SM=0.3/0.9 LC=0.7
LGB,SARIMAX,0.3,1.0,0.65,0.2,23.12,3.59,59.8,58.0,19,LGB+SARIMAX SM=0.3/1.0 LC=0.2
LGB,SARIMAX,0.3,1.0,0.65,0.3,22.69,6.72,59.9,58.8,20,LGB+SARIMAX SM=0.3/1.0 LC=0.3
LGB,SARIMAX,0.3,1.0,0.65,0.4,22.32,9.33,59.8,59.1,20,LGB+SARIMAX SM=0.3/1.0 LC=0.4
LGB,SARIMAX,0.3,1.0,0.65,0.5,22.04,11.3,60.2,59.7,20,LGB+SARIMAX SM=0.3/1.0 LC=0.5
LGB,SARIMAX,0.3,1.0,0.65,0.6,21.82,12.82,60.3,59.7,22,LGB+SARIMAX SM=0.3/1.0 LC=0.6
LGB,SARIMAX,0.3,1.0,0.65,0.7,21.69,13.63,59.9,59.5,20,LGB+SARIMAX SM=0.3/1.0 LC=0.7
LGB,SARIMAX,0.4,0.5,0.45,0.2,23.35,3.92,60.0,59.5,20,LGB+SARIMAX SM=0.4/0.5 LC=0.2
LGB,SARIMAX,0.4,0.5,0.45,0.3,22.91,7.05,60.2,60.3,21,LGB+SARIMAX SM=0.4/0.5 LC=0.3
LGB,SARIMAX,0.4,0.5,0.45,0.4,22.54,9.67,60.1,60.5,21,LGB+SARIMAX SM=0.4/0.5 LC=0.4
LGB,SARIMAX,0.4,0.5,0.45,0.5,22.26,11.64,60.5,61.1,21,LGB+SARIMAX SM=0.4/0.5 LC=0.5
LGB,SARIMAX,0.4,0.5,0.45,0.6,22.05,13.15,60.5,61.1,23,LGB+SARIMAX SM=0.4/0.5 LC=0.6
LGB,SARIMAX,0.4,0.5,0.45,0.7,21.91,13.96,60.2,60.9,21,LGB+SARIMAX SM=0.4/0.5 LC=0.7
LGB,SARIMAX,0.4,0.6,0.5,0.2,23.14,4.15,60.0,59.9,20,LGB+SARIMAX SM=0.4/0.6 LC=0.2
LGB,SARIMAX,0.4,0.6,0.5,0.3,22.71,7.28,60.2,60.7,21,LGB+SARIMAX SM=0.4/0.6 LC=0.3
LGB,SARIMAX,0.4,0.6,0.5,0.4,22.34,9.89,60.1,60.9,21,LGB+SARIMAX SM=0.4/0.6 LC=0.4
LGB,SARIMAX,0.4,0.6,0.5,0.5,22.06,11.86,60.5,61.5,21,LGB+SARIMAX SM=0.4/0.6 LC=0.5
LGB,SARIMAX,0.4,0.6,0.5,0.6,21.84,13.38,60.5,61.5,23,LGB+SARIMAX SM=0.4/0.6 LC=0.6
LGB,SARIMAX,0.4,0.6,0.5,0.7,21.71,14.19,60.2,61.3,21,LGB+SARIMAX SM=0.4/0.6 LC=0.7
LGB,SARIMAX,0.4,0.7,0.55,0.2,23.0,4.27,60.0,59.5,20,LGB+SARIMAX SM=0.4/0.7 LC=0.2
LGB,SARIMAX,0.4,0.7,0.55,0.3,22.57,7.4,60.2,60.3,21,LGB+SARIMAX SM=0.4/0.7 LC=0.3
LGB,SARIMAX,0.4,0.7,0.55,0.4,22.2,10.02,60.1,60.5,21,LGB+SARIMAX SM=0.4/0.7 LC=0.4
LGB,SARIMAX,0.4,0.7,0.55,0.5,21.92,11.99,60.5,61.1,21,LGB+SARIMAX SM=0.4/0.7 LC=0.5
LGB,SARIMAX,0.4,0.7,0.55,0.6,21.7,13.5,60.5,61.1,23,LGB+SARIMAX SM=0.4/0.7 LC=0.6
LGB,SARIMAX,0.4,0.7,0.55,0.7,21.56,14.31,60.2,60.9,21,LGB+SARIMAX SM=0.4/0.7 LC=0.7
LGB,SARIMAX,0.4,0.8,0.6,0.2,22.92,4.26,60.3,59.9,20,LGB+SARIMAX SM=0.4/0.8 LC=0.2
LGB,SARIMAX,0.4,0.8,0.6,0.3,22.49,7.38,60.5,60.7,21,LGB+SARIMAX SM=0.4/0.8 LC=0.3
LGB,SARIMAX,0.4,0.8,0.6,0.4,22.12,10.0,60.4,60.9,21,LGB+SARIMAX SM=0.4/0.8 LC=0.4
LGB,SARIMAX,0.4,0.8,0.6,0.5,21.84,11.97,60.8,61.5,21,LGB+SARIMAX SM=0.4/0.8 LC=0.5
LGB,SARIMAX,0.4,0.8,0.6,0.6,21.63,13.49,60.8,61.5,23,LGB+SARIMAX SM=0.4/0.8 LC=0.6
LGB,SARIMAX,0.4,0.8,0.6,0.7,21.49,14.29,60.4,61.3,21,LGB+SARIMAX SM=0.4/0.8 LC=0.7
LGB,SARIMAX,0.4,0.9,0.65,0.2,22.97,4.04,60.0,59.1,19,LGB+SARIMAX SM=0.4/0.9 LC=0.2
LGB,SARIMAX,0.4,0.9,0.65,0.3,22.54,7.16,60.2,59.9,20,LGB+SARIMAX SM=0.4/0.9 LC=0.3
LGB,SARIMAX,0.4,0.9,0.65,0.4,22.17,9.78,60.1,60.1,20,LGB+SARIMAX SM=0.4/0.9 LC=0.4
LGB,SARIMAX,0.4,0.9,0.65,0.5,21.89,11.75,60.5,60.7,20,LGB+SARIMAX SM=0.4/0.9 LC=0.5
LGB,SARIMAX,0.4,0.9,0.65,0.6,21.67,13.27,60.5,60.7,22,LGB+SARIMAX SM=0.4/0.9 LC=0.6
LGB,SARIMAX,0.4,0.9,0.65,0.7,21.54,14.07,60.2,60.5,20,LGB+SARIMAX SM=0.4/0.9 LC=0.7
LGB,SARIMAX,0.4,1.0,0.7,0.2,23.12,3.64,59.7,58.0,19,LGB+SARIMAX SM=0.4/1.0 LC=0.2
LGB,SARIMAX,0.4,1.0,0.7,0.3,22.69,6.76,59.9,58.8,20,LGB+SARIMAX SM=0.4/1.0 LC=0.3
LGB,SARIMAX,0.4,1.0,0.7,0.4,22.32,9.38,59.8,59.1,20,LGB+SARIMAX SM=0.4/1.0 LC=0.4
LGB,SARIMAX,0.4,1.0,0.7,0.5,22.04,11.35,60.2,59.7,20,LGB+SARIMAX SM=0.4/1.0 LC=0.5
LGB,SARIMAX,0.4,1.0,0.7,0.6,21.83,12.87,60.2,59.7,22,LGB+SARIMAX SM=0.4/1.0 LC=0.6
LGB,SARIMAX,0.4,1.0,0.7,0.7,21.69,13.67,59.8,59.5,20,LGB+SARIMAX SM=0.4/1.0 LC=0.7
LGB,SARIMAX,0.5,0.5,0.5,0.2,23.36,3.95,59.8,59.5,20,LGB+SARIMAX SM=0.5/0.5 LC=0.2
LGB,SARIMAX,0.5,0.5,0.5,0.3,22.93,7.08,60.0,60.3,21,LGB+SARIMAX SM=0.5/0.5 LC=0.3
LGB,SARIMAX,0.5,0.5,0.5,0.4,22.56,9.7,59.9,60.5,21,LGB+SARIMAX SM=0.5/0.5 LC=0.4
LGB,SARIMAX,0.5,0.5,0.5,0.5,22.28,11.67,60.3,61.1,21,LGB+SARIMAX SM=0.5/0.5 LC=0.5
LGB,SARIMAX,0.5,0.5,0.5,0.6,22.06,13.18,60.3,61.1,23,LGB+SARIMAX SM=0.5/0.5 LC=0.6
LGB,SARIMAX,0.5,0.5,0.5,0.7,21.92,13.99,59.9,60.9,21,LGB+SARIMAX SM=0.5/0.5 LC=0.7
LGB,SARIMAX,0.5,0.6,0.55,0.2,23.16,4.17,59.9,59.9,20,LGB+SARIMAX SM=0.5/0.6 LC=0.2
LGB,SARIMAX,0.5,0.6,0.55,0.3,22.72,7.3,60.1,60.7,21,LGB+SARIMAX SM=0.5/0.6 LC=0.3
LGB,SARIMAX,0.5,0.6,0.55,0.4,22.35,9.92,60.0,60.9,21,LGB+SARIMAX SM=0.5/0.6 LC=0.4
LGB,SARIMAX,0.5,0.6,0.55,0.5,22.07,11.89,60.4,61.5,21,LGB+SARIMAX SM=0.5/0.6 LC=0.5
LGB,SARIMAX,0.5,0.6,0.55,0.6,21.86,13.4,60.4,61.5,23,LGB+SARIMAX SM=0.5/0.6 LC=0.6
LGB,SARIMAX,0.5,0.6,0.55,0.7,21.72,14.21,60.0,61.3,21,LGB+SARIMAX SM=0.5/0.6 LC=0.7
LGB,SARIMAX,0.5,0.7,0.6,0.2,23.02,4.3,59.9,59.5,20,LGB+SARIMAX SM=0.5/0.7 LC=0.2
LGB,SARIMAX,0.5,0.7,0.6,0.3,22.58,7.42,60.1,60.3,21,LGB+SARIMAX SM=0.5/0.7 LC=0.3
LGB,SARIMAX,0.5,0.7,0.6,0.4,22.21,10.04,60.0,60.5,21,LGB+SARIMAX SM=0.5/0.7 LC=0.4
LGB,SARIMAX,0.5,0.7,0.6,0.5,21.93,12.01,60.4,61.1,21,LGB+SARIMAX SM=0.5/0.7 LC=0.5
LGB,SARIMAX,0.5,0.7,0.6,0.6,21.72,13.53,60.4,61.1,23,LGB+SARIMAX SM=0.5/0.7 LC=0.6
LGB,SARIMAX,0.5,0.7,0.6,0.7,21.58,14.33,60.0,60.9,21,LGB+SARIMAX SM=0.5/0.7 LC=0.7
LGB,SARIMAX,0.5,0.8,0.65,0.2,22.94,4.28,60.2,59.9,20,LGB+SARIMAX SM=0.5/0.8 LC=0.2
LGB,SARIMAX,0.5,0.8,0.65,0.3,22.51,7.41,60.4,60.7,21,LGB+SARIMAX SM=0.5/0.8 LC=0.3
LGB,SARIMAX,0.5,0.8,0.65,0.4,22.14,10.03,60.3,60.9,21,LGB+SARIMAX SM=0.5/0.8 LC=0.4
LGB,SARIMAX,0.5,0.8,0.65,0.5,21.86,12.0,60.7,61.5,21,LGB+SARIMAX SM=0.5/0.8 LC=0.5
LGB,SARIMAX,0.5,0.8,0.65,0.6,21.64,13.51,60.7,61.5,23,LGB+SARIMAX SM=0.5/0.8 LC=0.6
LGB,SARIMAX,0.5,0.8,0.65,0.7,21.5,14.32,60.3,61.3,21,LGB+SARIMAX SM=0.5/0.8 LC=0.7
LGB,SARIMAX,0.5,0.9,0.7,0.2,22.99,4.06,59.9,59.1,19,LGB+SARIMAX SM=0.5/0.9 LC=0.2
LGB,SARIMAX,0.5,0.9,0.7,0.3,22.56,7.19,60.1,59.9,20,LGB+SARIMAX SM=0.5/0.9 LC=0.3
LGB,SARIMAX,0.5,0.9,0.7,0.4,22.19,9.81,60.0,60.1,20,LGB+SARIMAX SM=0.5/0.9 LC=0.4
LGB,SARIMAX,0.5,0.9,0.7,0.5,21.91,11.78,60.4,60.7,20,LGB+SARIMAX SM=0.5/0.9 LC=0.5
LGB,SARIMAX,0.5,0.9,0.7,0.6,21.69,13.29,60.4,60.7,22,LGB+SARIMAX SM=0.5/0.9 LC=0.6
LGB,SARIMAX,0.5,0.9,0.7,0.7,21.55,14.1,60.0,60.5,20,LGB+SARIMAX SM=0.5/0.9 LC=0.7
LGB,SARIMAX,0.5,1.0,0.75,0.2,23.14,3.66,59.6,58.0,19,LGB+SARIMAX SM=0.5/1.0 LC=0.2
LGB,SARIMAX,0.5,1.0,0.75,0.3,22.71,6.78,59.8,58.8,20,LGB+SARIMAX SM=0.5/1.0 LC=0.3
LGB,SARIMAX,0.5,1.0,0.75,0.4,22.34,9.4,59.7,59.1,20,LGB+SARIMAX SM=0.5/1.0 LC=0.4
LGB,SARIMAX,0.5,1.0,0.75,0.5,22.06,11.37,60.0,59.7,20,LGB+SARIMAX SM=0.5/1.0 LC=0.5
LGB,SARIMAX,0.5,1.0,0.75,0.6,21.85,12.89,60.1,59.7,22,LGB+SARIMAX SM=0.5/1.0 LC=0.6
LGB,SARIMAX,0.5,1.0,0.75,0.7,21.71,13.69,59.7,59.5,20,LGB+SARIMAX SM=0.5/1.0 LC=0.7
LGB,SARIMAX,0.6,0.5,0.55,0.2,23.38,3.97,59.4,59.5,20,LGB+SARIMAX SM=0.6/0.5 LC=0.2
LGB,SARIMAX,0.6,0.5,0.55,0.3,22.94,7.1,59.6,60.3,21,LGB+SARIMAX SM=0.6/0.5 LC=0.3
LGB,SARIMAX,0.6,0.5,0.55,0.4,22.58,9.72,59.5,60.5,21,LGB+SARIMAX SM=0.6/0.5 LC=0.4
LGB,SARIMAX,0.6,0.5,0.55,0.5,22.3,11.69,59.9,61.1,21,LGB+SARIMAX SM=0.6/0.5 LC=0.5
LGB,SARIMAX,0.6,0.5,0.55,0.6,22.08,13.2,59.9,61.1,23,LGB+SARIMAX SM=0.6/0.5 LC=0.6
LGB,SARIMAX,0.6,0.5,0.55,0.7,21.94,14.01,59.5,60.9,21,LGB+SARIMAX SM=0.6/0.5 LC=0.7
LGB,SARIMAX,0.6,0.6,0.6,0.2,23.18,4.19,59.5,59.9,20,LGB+SARIMAX SM=0.6/0.6 LC=0.2
LGB,SARIMAX,0.6,0.6,0.6,0.3,22.74,7.32,59.7,60.7,21,LGB+SARIMAX SM=0.6/0.6 LC=0.3
LGB,SARIMAX,0.6,0.6,0.6,0.4,22.37,9.94,59.6,60.9,21,LGB+SARIMAX SM=0.6/0.6 LC=0.4
LGB,SARIMAX,0.6,0.6,0.6,0.5,22.1,11.91,60.0,61.5,21,LGB+SARIMAX SM=0.6/0.6 LC=0.5
LGB,SARIMAX,0.6,0.6,0.6,0.6,21.88,13.42,60.0,61.5,23,LGB+SARIMAX SM=0.6/0.6 LC=0.6
LGB,SARIMAX,0.6,0.6,0.6,0.7,21.74,14.23,59.7,61.3,21,LGB+SARIMAX SM=0.6/0.6 LC=0.7
LGB,SARIMAX,0.6,0.7,0.65,0.2,23.04,4.31,59.5,59.5,20,LGB+SARIMAX SM=0.6/0.7 LC=0.2
LGB,SARIMAX,0.6,0.7,0.65,0.3,22.6,7.44,59.7,60.3,21,LGB+SARIMAX SM=0.6/0.7 LC=0.3
LGB,SARIMAX,0.6,0.7,0.65,0.4,22.23,10.06,59.6,60.5,21,LGB+SARIMAX SM=0.6/0.7 LC=0.4
LGB,SARIMAX,0.6,0.7,0.65,0.5,21.95,12.03,60.0,61.1,21,LGB+SARIMAX SM=0.6/0.7 LC=0.5
LGB,SARIMAX,0.6,0.7,0.65,0.6,21.74,13.54,60.0,61.1,23,LGB+SARIMAX SM=0.6/0.7 LC=0.6
LGB,SARIMAX,0.6,0.7,0.65,0.7,21.6,14.35,59.7,60.9,21,LGB+SARIMAX SM=0.6/0.7 LC=0.7
LGB,SARIMAX,0.6,0.8,0.7,0.2,22.96,4.3,59.8,59.9,20,LGB+SARIMAX SM=0.6/0.8 LC=0.2
LGB,SARIMAX,0.6,0.8,0.7,0.3,22.53,7.42,60.0,60.7,21,LGB+SARIMAX SM=0.6/0.8 LC=0.3
LGB,SARIMAX,0.6,0.8,0.7,0.4,22.16,10.04,59.9,60.9,21,LGB+SARIMAX SM=0.6/0.8 LC=0.4
LGB,SARIMAX,0.6,0.8,0.7,0.5,21.88,12.01,60.3,61.5,21,LGB+SARIMAX SM=0.6/0.8 LC=0.5
LGB,SARIMAX,0.6,0.8,0.7,0.6,21.66,13.53,60.3,61.5,23,LGB+SARIMAX SM=0.6/0.8 LC=0.6
LGB,SARIMAX,0.6,0.8,0.7,0.7,21.53,14.33,59.9,61.3,21,LGB+SARIMAX SM=0.6/0.8 LC=0.7
LGB,SARIMAX,0.6,0.9,0.75,0.2,23.02,4.07,59.5,59.1,19,LGB+SARIMAX SM=0.6/0.9 LC=0.2
LGB,SARIMAX,0.6,0.9,0.75,0.3,22.58,7.2,59.7,59.9,20,LGB+SARIMAX SM=0.6/0.9 LC=0.3
LGB,SARIMAX,0.6,0.9,0.75,0.4,22.21,9.82,59.6,60.1,20,LGB+SARIMAX SM=0.6/0.9 LC=0.4
LGB,SARIMAX,0.6,0.9,0.75,0.5,21.93,11.79,60.0,60.7,20,LGB+SARIMAX SM=0.6/0.9 LC=0.5
LGB,SARIMAX,0.6,0.9,0.75,0.6,21.72,13.3,60.0,60.7,22,LGB+SARIMAX SM=0.6/0.9 LC=0.6
LGB,SARIMAX,0.6,0.9,0.75,0.7,21.58,14.11,59.7,60.5,20,LGB+SARIMAX SM=0.6/0.9 LC=0.7
LGB,SARIMAX,0.6,1.0,0.8,0.2,23.17,3.67,59.1,58.0,19,LGB+SARIMAX SM=0.6/1.0 LC=0.2
LGB,SARIMAX,0.6,1.0,0.8,0.3,22.73,6.79,59.3,58.8,20,LGB+SARIMAX SM=0.6/1.0 LC=0.3
LGB,SARIMAX,0.6,1.0,0.8,0.4,22.37,9.41,59.2,59.1,20,LGB+SARIMAX SM=0.6/1.0 LC=0.4
LGB,SARIMAX,0.6,1.0,0.8,0.5,22.09,11.38,59.6,59.7,20,LGB+SARIMAX SM=0.6/1.0 LC=0.5
LGB,SARIMAX,0.6,1.0,0.8,0.6,21.87,12.9,59.7,59.7,22,LGB+SARIMAX SM=0.6/1.0 LC=0.6
LGB,SARIMAX,0.6,1.0,0.8,0.7,21.73,13.7,59.3,59.5,20,LGB+SARIMAX SM=0.6/1.0 LC=0.7
LGB,SARIMAX,0.7,0.5,0.6,0.2,23.41,3.97,59.0,59.5,20,LGB+SARIMAX SM=0.7/0.5 LC=0.2
LGB,SARIMAX,0.7,0.5,0.6,0.3,22.98,7.1,59.2,60.3,21,LGB+SARIMAX SM=0.7/0.5 LC=0.3
LGB,SARIMAX,0.7,0.5,0.6,0.4,22.61,9.71,59.1,60.5,21,LGB+SARIMAX SM=0.7/0.5 LC=0.4
LGB,SARIMAX,0.7,0.5,0.6,0.5,22.33,11.68,59.5,61.1,21,LGB+SARIMAX SM=0.7/0.5 LC=0.5
LGB,SARIMAX,0.7,0.5,0.6,0.6,22.11,13.2,59.5,61.1,23,LGB+SARIMAX SM=0.7/0.5 LC=0.6
LGB,SARIMAX,0.7,0.5,0.6,0.7,21.97,14.0,59.1,60.9,21,LGB+SARIMAX SM=0.7/0.5 LC=0.7
LGB,SARIMAX,0.7,0.6,0.65,0.2,23.21,4.19,59.1,59.9,20,LGB+SARIMAX SM=0.7/0.6 LC=0.2
LGB,SARIMAX,0.7,0.6,0.65,0.3,22.77,7.32,59.3,60.7,21,LGB+SARIMAX SM=0.7/0.6 LC=0.3
LGB,SARIMAX,0.7,0.6,0.65,0.4,22.41,9.93,59.2,60.9,21,LGB+SARIMAX SM=0.7/0.6 LC=0.4
LGB,SARIMAX,0.7,0.6,0.65,0.5,22.13,11.9,59.6,61.5,21,LGB+SARIMAX SM=0.7/0.6 LC=0.5
LGB,SARIMAX,0.7,0.6,0.65,0.6,21.91,13.42,59.7,61.5,23,LGB+SARIMAX SM=0.7/0.6 LC=0.6
LGB,SARIMAX,0.7,0.6,0.65,0.7,21.77,14.23,59.3,61.3,21,LGB+SARIMAX SM=0.7/0.6 LC=0.7
LGB,SARIMAX,0.7,0.7,0.7,0.2,23.07,4.31,59.1,59.5,19,LGB+SARIMAX SM=0.7/0.7 LC=0.2
LGB,SARIMAX,0.7,0.7,0.7,0.3,22.63,7.44,59.3,60.3,20,LGB+SARIMAX SM=0.7/0.7 LC=0.3
LGB,SARIMAX,0.7,0.7,0.7,0.4,22.27,10.05,59.2,60.5,20,LGB+SARIMAX SM=0.7/0.7 LC=0.4
LGB,SARIMAX,0.7,0.7,0.7,0.5,21.99,12.02,59.6,61.1,20,LGB+SARIMAX SM=0.7/0.7 LC=0.5
LGB,SARIMAX,0.7,0.7,0.7,0.6,21.77,13.54,59.7,61.1,22,LGB+SARIMAX SM=0.7/0.7 LC=0.6
LGB,SARIMAX,0.7,0.7,0.7,0.7,21.63,14.35,59.3,60.9,20,LGB+SARIMAX SM=0.7/0.7 LC=0.7
LGB,SARIMAX,0.7,0.8,0.75,0.2,23.0,4.29,59.4,59.9,19,LGB+SARIMAX SM=0.7/0.8 LC=0.2
LGB,SARIMAX,0.7,0.8,0.75,0.3,22.56,7.42,59.6,60.7,20,LGB+SARIMAX SM=0.7/0.8 LC=0.3
LGB,SARIMAX,0.7,0.8,0.75,0.4,22.19,10.03,59.5,60.9,20,LGB+SARIMAX SM=0.7/0.8 LC=0.4
LGB,SARIMAX,0.7,0.8,0.75,0.5,21.92,12.0,59.9,61.5,20,LGB+SARIMAX SM=0.7/0.8 LC=0.5
LGB,SARIMAX,0.7,0.8,0.75,0.6,21.7,13.52,59.9,61.5,22,LGB+SARIMAX SM=0.7/0.8 LC=0.6
LGB,SARIMAX,0.7,0.8,0.75,0.7,21.56,14.33,59.5,61.3,20,LGB+SARIMAX SM=0.7/0.8 LC=0.7
LGB,SARIMAX,0.7,0.9,0.8,0.2,23.05,4.06,59.1,59.1,19,LGB+SARIMAX SM=0.7/0.9 LC=0.2
LGB,SARIMAX,0.7,0.9,0.8,0.3,22.62,7.19,59.3,59.9,20,LGB+SARIMAX SM=0.7/0.9 LC=0.3
LGB,SARIMAX,0.7,0.9,0.8,0.4,22.25,9.81,59.1,60.1,20,LGB+SARIMAX SM=0.7/0.9 LC=0.4
LGB,SARIMAX,0.7,0.9,0.8,0.5,21.97,11.78,59.5,60.7,20,LGB+SARIMAX SM=0.7/0.9 LC=0.5
LGB,SARIMAX,0.7,0.9,0.8,0.6,21.75,13.29,59.6,60.7,22,LGB+SARIMAX SM=0.7/0.9 LC=0.6
LGB,SARIMAX,0.7,0.9,0.8,0.7,21.61,14.1,59.2,60.5,20,LGB+SARIMAX SM=0.7/0.9 LC=0.7
LGB,SARIMAX,0.7,1.0,0.85,0.2,23.21,3.66,58.8,58.0,19,LGB+SARIMAX SM=0.7/1.0 LC=0.2
LGB,SARIMAX,0.7,1.0,0.85,0.3,22.77,6.78,59.0,58.8,20,LGB+SARIMAX SM=0.7/1.0 LC=0.3
LGB,SARIMAX,0.7,1.0,0.85,0.4,22.4,9.4,58.9,59.1,20,LGB+SARIMAX SM=0.7/1.0 LC=0.4
LGB,SARIMAX,0.7,1.0,0.85,0.5,22.12,11.37,59.3,59.7,20,LGB+SARIMAX SM=0.7/1.0 LC=0.5
LGB,SARIMAX,0.7,1.0,0.85,0.6,21.91,12.89,59.3,59.7,22,LGB+SARIMAX SM=0.7/1.0 LC=0.6
LGB,SARIMAX,0.7,1.0,0.85,0.7,21.77,13.69,58.9,59.5,20,LGB+SARIMAX SM=0.7/1.0 LC=0.7
LGB,RollingMean,0.3,0.5,0.4,0.2,21.02,21.35,65.1,65.6,26,LGB+RollingMean SM=0.3/0.5 LC=0.2
LGB,RollingMean,0.3,0.5,0.4,0.3,20.79,22.51,65.5,66.5,26,LGB+RollingMean SM=0.3/0.5 LC=0.3
LGB,RollingMean,0.3,0.5,0.4,0.4,20.67,22.95,64.9,65.6,25,LGB+RollingMean SM=0.3/0.5 LC=0.4
LGB,RollingMean,0.3,0.5,0.4,0.5,20.65,22.56,64.5,64.6,25,LGB+RollingMean SM=0.3/0.5 LC=0.5
LGB,RollingMean,0.3,0.5,0.4,0.6,20.73,21.57,64.1,64.6,24,LGB+RollingMean SM=0.3/0.5 LC=0.6
LGB,RollingMean,0.3,0.5,0.4,0.7,20.88,20.07,63.1,63.0,23,LGB+RollingMean SM=0.3/0.5 LC=0.7
LGB,RollingMean,0.3,0.6,0.45,0.2,20.84,21.42,65.2,65.0,25,LGB+RollingMean SM=0.3/0.6 LC=0.2
LGB,RollingMean,0.3,0.6,0.45,0.3,20.61,22.57,65.5,65.8,25,LGB+RollingMean SM=0.3/0.6 LC=0.3
LGB,RollingMean,0.3,0.6,0.45,0.4,20.49,23.02,64.9,65.0,24,LGB+RollingMean SM=0.3/0.6 LC=0.4
LGB,RollingMean,0.3,0.6,0.45,0.5,20.47,22.62,64.5,64.0,24,LGB+RollingMean SM=0.3/0.6 LC=0.5
LGB,RollingMean,0.3,0.6,0.45,0.6,20.54,21.64,64.2,64.0,23,LGB+RollingMean SM=0.3/0.6 LC=0.6
LGB,RollingMean,0.3,0.6,0.45,0.7,20.7,20.13,63.1,62.3,22,LGB+RollingMean SM=0.3/0.6 LC=0.7
LGB,RollingMean,0.3,0.7,0.5,0.2,20.74,21.35,64.5,63.6,25,LGB+RollingMean SM=0.3/0.7 LC=0.2
LGB,RollingMean,0.3,0.7,0.5,0.3,20.51,22.5,64.9,64.4,25,LGB+RollingMean SM=0.3/0.7 LC=0.3
LGB,RollingMean,0.3,0.7,0.5,0.4,20.4,22.95,64.3,63.6,24,LGB+RollingMean SM=0.3/0.7 LC=0.4
LGB,RollingMean,0.3,0.7,0.5,0.5,20.38,22.55,63.9,62.6,24,LGB+RollingMean SM=0.3/0.7 LC=0.5
LGB,RollingMean,0.3,0.7,0.5,0.6,20.45,21.57,63.5,62.6,23,LGB+RollingMean SM=0.3/0.7 LC=0.6
LGB,RollingMean,0.3,0.7,0.5,0.7,20.61,20.06,62.5,60.9,22,LGB+RollingMean SM=0.3/0.7 LC=0.7
LGB,RollingMean,0.3,0.8,0.55,0.2,20.75,21.12,64.2,63.0,25,LGB+RollingMean SM=0.3/0.8 LC=0.2
LGB,RollingMean,0.3,0.8,0.55,0.3,20.52,22.27,64.6,63.8,25,LGB+RollingMean SM=0.3/0.8 LC=0.3
LGB,RollingMean,0.3,0.8,0.55,0.4,20.41,22.72,64.0,63.0,24,LGB+RollingMean SM=0.3/0.8 LC=0.4
LGB,RollingMean,0.3,0.8,0.55,0.5,20.39,22.32,63.6,61.9,24,LGB+RollingMean SM=0.3/0.8 LC=0.5
